Тариф,Сервисы банка,Остальное,Ошибки и сбои в списаниях,Вопросы по эквайрингу,Закрытие и заморозка счетов,Тарифы на эквайринг,Тарифы на маркетплейсы,Проблемы с подключением услуг,Ошибки и некорректные списания,Условия тарифов для переводов,Изменение условий тарифа,Изменение и выбор тарифов,Тарифы на онлайн-бухгалтерию,Закрытие счета и возврат средств,Ошибки в подключении акций и подписок,Комиссии и уведомления,Ошибки в списаниях за пакеты переводов,Изменение тарифа из-за акций,Реферальные программы,Подключение и изменение подписок,Сравнение тарифов и подключение услуг,Акции и скидки на обслуживание,Подписки и их условия
1.0,0.11818168101416017,-0.21329442321614608,0.010125574347508796,0.018812748426609918,-0.03556759544628385,0.0672413753654162,0.11663803527217106,0.04190950331342277,0.0438007687141021,0.5678437670291476,0.44875432002403737,0.547229471814369,0.15535973488879765,-0.04639157458392352,0.23308593238127726,0.4692534349568482,0.23342166558821165,0.2657452550087314,0.04383632165702804,0.3081021543673706,0.3516665530739163,0.1820976406127912,0.3057135183906995
0.11818168101416017,1.0,-0.43322941510343177,0.04593460324081441,0.07836960977876693,0.13645064903647242,0.03245675102682893,0.0865090517972811,0.03215771629951065,0.05335828886755067,0.2271221743449059,0.09667238099666112,0.019009785244200644,0.09315965386034679,0.12762346252874351,0.06447575879036234,0.18317946453246006,0.10698352747378997,-0.03544285008822691,0.045795408817431514,0.14508009937546248,0.11172128020046958,-0.004632046312115054,0.1356267950554241
-0.21329442321614608,-0.43322941510343177,1.0,-0.023793856743365174,-0.044355301595056164,-0.09724428857721351,-0.02719826101139399,-0.03495452635035236,-0.05465706406161,-0.034556378161545935,-0.13672345448968734,-0.09156904971482463,-0.13060802585493808,-0.0723645691727664,-0.09724428857721354,-0.08435078930334522,-0.11874099117659084,-0.0664294563614572,-0.07236456917276618,-0.02081787984723694,-0.1047808049811874,-0.08052970270843123,-0.06642945636145697,-0.10053714931619166
0.010125574347508796,0.04593460324081441,-0.023793856743365174,1.0,0.007978345102278557,-0.04095501066977327,0.018631533463923204,-0.021241633145027618,-0.02055668003921576,0.750106594073908,0.014251076496433642,0.07213740999089754,-0.0036386708641779164,-0.027216523979104377,-0.04095501066977327,0.06898836384187429,0.06959987336731067,0.22738246556879568,0.050323430377318235,-0.017568054041921587,-0.011869325601369315,0.004767469664934663,0.05913794794482544,-0.03781231293759572
0.018812748426609918,0.07836960977876693,-0.044355301595056164,0.007978345102278557,1.0,-0.016784611489716196,0.8059175238964443,-0.022036967243254768,0.1257520318008012,0.017936406549220064,-0.05334744465551183,0.01320537225641835,-0.007029144272301367,-0.028235571309787846,-0.016784611489716154,-0.032912414924012603,-0.0168766860310539,-0.025919779162732234,-0.02823557130978785,-0.018225841149138798,-0.040883901124042325,0.002437873770361849,-0.0259197791627322,-0.039228090227730536
-0.03556759544628385,0.13645064903647242,-0.09724428857721351,-0.04095501066977327,-0.016784611489716196,1.0,-0.005926140703919723,-0.031350467654495236,-0.030339547258592035,-0.05459892099780425,-0.06058947821768301,-0.05758098431328488,-0.040701253433379145,-0.013064344127256775,0.9255827798552586,-0.023352432621774857,-0.023008780560507452,-0.0368742753611717,-0.01306434412725673,-0.025928642408675328,-0.03890990003201917,-0.04470117015961165,-0.0074689521066488105,-0.03582603260999891
0.0672413753654162,0.03245675102682893,-0.02719826101139399,0.018631533463923204,0.8059175238964443,-0.005926140703919723,1.0,-0.018675865758583505,0.03930301195363998,0.0004283975512910618,-0.045210836135120204,0.059933761682938375,0.008226404831840122,-0.02392905219568805,-0.005926140703919697,-0.02789257868955643,-0.0013605380547972025,-0.02196646710919292,-0.023929052195687993,-0.01544601663564983,-0.03464824540743126,0.012997510669982584,-0.02196646710919286,-0.03324498053528413
0.11663803527217106,0.0865090517972811,-0.03495452635035236,-0.021241633145027618,-0.022036967243254768,-0.031350467654495236,-0.018675865758583505,1.0,-0.015735840916991498,-0.028318152797007324,0.017192974682291168,0.041925616914009464,0.16803493451900212,0.2796544385501785,-0.03135046765449524,-0.024284703624108495,-0.015225602542739764,-0.01912512820534631,-0.0208338550209302,-0.01344809099024796,0.040980949288602776,0.15794514028159967,-0.019125128205346297,0.007974581706440659
0.04190950331342277,0.03215771629951065,-0.05465706406161,-0.02055668003921576,0.1257520318008012,-0.030339547258592035,0.03930301195363998,-0.015735840916991498,1.0,-0.027405011769821033,0.020287383772115312,0.008151792109194969,0.05458456493955283,0.13493064926947815,-0.030339547258592035,0.06602837310675551,0.014665464339308829,0.037577708236600955,0.08323308249956309,-0.013014446758275745,0.007527958079178106,0.024306752061969195,0.0936638399330201,-0.028011430996245628
0.0438007687141021,0.05335828886755067,-0.034556378161545935,0.750106594073908,0.017936406549220064,-0.05459892099780425,0.0004283975512910618,-0.028318152797007324,-0.027405011769821033,1.0,0.015273127688111643,0.07567641192764145,0.0215967001576555,-0.03628354182475408,-0.05459892099780423,0.06054772828758498,0.11750808813773997,0.19217951894120186,0.05279225643568953,-0.0234207433726288,-0.031446284545058614,0.0133159951832575,0.06332969061991325,-0.050409252813301046
0.5678437670291476,0.2271221743449059,-0.13672345448968734,0.014251076496433642,-0.05334744465551183,-0.06058947821768301,-0.045210836135120204,0.017192974682291168,0.020287383772115312,0.015273127688111643,1.0,0.4550699189480405,0.20978307243644892,-0.028138321497381106,-0.06058947821768304,0.28873120505740035,0.5665581662567791,0.3649205497878271,0.06104811748005489,0.0014627797923581227,0.35459022315593985,0.30675582386150735,0.05045898626921688,0.3572862408823403
0.44875432002403737,0.09667238099666112,-0.09156904971482463,0.07213740999089754,0.01320537225641835,-0.05758098431328488,0.059933761682938375,0.041925616914009464,0.008151792109194969,0.07567641192764145,0.4550699189480405,1.0,0.3459815714979752,0.018340155473531412,-0.05758098431328491,0.15145546746310365,0.36211659917418076,0.3026314693995057,0.15985370079399036,-0.02469992871835409,0.12552901748053735,0.2389144044702579,0.08769434624644744,0.11375269854842826
0.547229471814369,0.019009785244200644,-0.13060802585493808,-0.0036386708641779164,-0.007029144272301367,-0.040701253433379145,0.008226404831840122,0.16803493451900212,0.05458456493955283,0.0215967001576555,0.20978307243644892,0.3459815714979752,1.0,0.2992660518085247,-0.04070125343337914,0.06418202159373092,0.1507573035877831,0.10654821579347036,0.18345101627890933,-0.031099204245156133,0.09476995010004356,0.4699712352437346,0.1065482157934704,0.08674341315265383
0.15535973488879765,0.09315965386034679,-0.0723645691727664,-0.027216523979104377,-0.028235571309787846,-0.013064344127256775,-0.02392905219568805,0.2796544385501785,0.13493064926947815,-0.03628354182475408,-0.028138321497381106,0.018340155473531412,0.2992660518085247,1.0,-0.013064344127256766,0.07146319927146536,-0.03271813178055713,-0.024504684119643582,0.05228241983888793,-0.017230798046944874,0.18574199235829175,0.2202244554633708,0.06117602958540397,0.1375749191916541
-0.04639157458392352,0.12762346252874351,-0.09724428857721354,-0.04095501066977327,-0.016784611489716154,0.9255827798552586,-0.005926140703919697,-0.03135046765449524,-0.030339547258592035,-0.05459892099780423,-0.06058947821768304,-0.05758098431328491,-0.04070125343337914,-0.013064344127256766,1.0,0.00011734890764710621,-0.023008780560507477,-0.03687427536117171,-0.013064344127256733,-0.025928642408675345,-0.019657104370456015,-0.0447011701596116,-0.007468952106648831,-0.015844977055063696
0.23308593238127726,0.06447575879036234,-0.08435078930334522,0.06898836384187429,-0.032912414924012603,-0.023352432621774857,-0.02789257868955643,-0.024284703624108495,0.06602837310675551,0.06054772828758498,0.28873120505740035,0.15145546746310365,0.06418202159373092,0.07146319927146536,0.00011734890764710621,1.0,0.1751450841347854,0.453678303624155,0.2766207091417014,0.032083589316495305,0.5135669723343483,0.027206478089547115,0.23110513749619618,0.5365221758442591
0.4692534349568482,0.18317946453246006,-0.11874099117659084,0.06959987336731067,-0.0168766860310539,-0.023008780560507452,-0.0013605380547972025,-0.015225602542739764,0.014665464339308829,0.11750808813773997,0.5665581662567791,0.36211659917418076,0.1507573035877831,-0.03271813178055713,-0.023008780560507477,0.1751450841347854,1.0,0.34037203504221136,0.07296058844088052,-0.034762256987122396,0.192257932002484,0.2267264372282792,0.04228281006587419,0.19005706746539103
0.23342166558821165,0.10698352747378997,-0.0664294563614572,0.22738246556879568,-0.025919779162732234,-0.0368742753611717,-0.02196646710919292,-0.01912512820534631,0.037577708236600955,0.19217951894120186,0.3649205497878271,0.3026314693995057,0.10654821579347036,-0.024504684119643582,-0.03687427536117171,0.453678303624155,0.34037203504221136,1.0,0.06117602958540393,-0.015817582554797774,0.2079607056253218,0.011465639309223234,0.02398215281650862,0.18702485933118757
0.2657452550087314,-0.03544285008822691,-0.07236456917276618,0.050323430377318235,-0.02823557130978785,-0.01306434412725673,-0.023929052195687993,-0.0208338550209302,0.08323308249956309,0.05279225643568953,0.06104811748005489,0.15985370079399036,0.18345101627890933,0.05228241983888793,-0.013064344127256733,0.2766207091417014,0.07296058844088052,0.06117602958540393,1.0,0.043016747571743494,0.12964353498641237,0.22022445546337122,0.7037813823732604,0.13757491919165385
0.04383632165702804,0.045795408817431514,-0.02081787984723694,-0.017568054041921587,-0.018225841149138798,-0.025928642408675328,-0.01544601663564983,-0.01344809099024796,-0.013014446758275745,-0.0234207433726288,0.0014627797923581227,-0.02469992871835409,-0.031099204245156133,-0.017230798046944874,-0.025928642408675345,0.032083589316495305,-0.034762256987122396,-0.015817582554797774,0.043016747571743494,1.0,-0.02494945952786273,-0.019175005945750802,0.24563006297904924,-0.02393899854425986
0.3081021543673706,0.14508009937546248,-0.1047808049811874,-0.011869325601369315,-0.040883901124042325,-0.03890990003201917,-0.03464824540743126,0.040980949288602776,0.007527958079178106,-0.031446284545058614,0.35459022315593985,0.12552901748053735,0.09476995010004356,0.18574199235829175,-0.019657104370456015,0.5135669723343483,0.192257932002484,0.2079607056253218,0.12964353498641237,-0.02494945952786273,1.0,0.2866860472382414,0.05580917970688329,0.93882214885297
0.3516665530739163,0.11172128020046958,-0.08052970270843123,0.004767469664934663,0.002437873770361849,-0.04470117015961165,0.012997510669982584,0.15794514028159967,0.024306752061969195,0.0133159951832575,0.30675582386150735,0.2389144044702579,0.4699712352437346,0.2202244554633708,-0.0447011701596116,0.027206478089547115,0.2267264372282792,0.011465639309223234,0.22022445546337122,-0.019175005945750802,0.2866860472382414,1.0,0.16640671105548266,0.2745785530531432
0.1820976406127912,-0.004632046312115054,-0.06642945636145697,0.05913794794482544,-0.0259197791627322,-0.0074689521066488105,-0.02196646710919286,-0.019125128205346297,0.0936638399330201,0.06332969061991325,0.05045898626921688,0.08769434624644744,0.1065482157934704,0.06117602958540397,-0.007468952106648831,0.23110513749619618,0.04228281006587419,0.02398215281650862,0.7037813823732604,0.24563006297904924,0.05580917970688329,0.16640671105548266,1.0,0.060699388658315104
0.3057135183906995,0.1356267950554241,-0.10053714931619166,-0.03781231293759572,-0.039228090227730536,-0.03582603260999891,-0.03324498053528413,0.007974581706440659,-0.028011430996245628,-0.050409252813301046,0.3572862408823403,0.11375269854842826,0.08674341315265383,0.1375749191916541,-0.015844977055063696,0.5365221758442591,0.19005706746539103,0.18702485933118757,0.13757491919165385,-0.02393899854425986,0.93882214885297,0.2745785530531432,0.060699388658315104,1.0
